freq,psd_x,psd_y,psd_z,psd_xyz
70.5,2.330e+04,1.787e+03,8.286e+03,3.337e+04
72.1,2.326e+04,1.954e+03,5.745e+03,3.096e+04
73.6,2.637e+04,2.039e+03,5.182e+03,3.359e+04
75.2,3.000e+04,1.391e+03,7.018e+03,3.841e+04
76.8,5.131e+04,1.124e+03,1.149e+04,6.393e+04
78.3,1.084e+05,1.561e+03,1.675e+04,1.267e+05
79.9,1.739e+05,1.828e+03,1.839e+04,1.942e+05
81.5,2.426e+05,1.747e+03,1.816e+04,2.625e+05
83.0,3.754e+05,1.909e+03,2.159e+04,3.989e+05
84.6,4.268e+05,2.091e+03,2.079e+04,4.497e+05
86.2,4.749e+05,2.682e+03,2.121e+04,4.988e+05
87.7,4.828e+05,3.634e+03,1.999e+04,5.064e+05
89.3,5.071e+05,5.794e+03,2.037e+04,5.333e+05
90.9,5.199e+05,9.061e+03,2.156e+04,5.505e+05
92.4,4.674e+05,1.151e+04,2.031e+04,4.992e+05
94.0,5.131e+05,1.875e+04,2.454e+04,5.564e+05
95.6,4.571e+05,2.346e+04,2.378e+04,5.043e+05
97.1,4.522e+05,2.187e+04,2.396e+04,4.980e+05
98.7,5.274e+05,1.999e+04,2.843e+04,5.758e+05
100.3,4.530e+05,1.800e+04,2.588e+04,4.969e+05
101.8,5.140e+05,1.789e+04,3.010e+04,5.620e+05
103.4,4.993e+05,1.504e+04,2.855e+04,5.429e+05
105.0,4.251e+05,1.418e+04,2.526e+04,4.646e+05
106.5,4.289e+05,1.212e+04,2.478e+04,4.658e+05
108.1,4.595e+05,1.181e+04,2.506e+04,4.964e+05
109.7,4.323e+05,1.383e+04,2.226e+04,4.684e+05
111.2,4.153e+05,1.249e+04,1.912e+04,4.469e+05
112.8,4.481e+05,1.064e+04,1.876e+04,4.775e+05
114.4,4.825e+05,9.394e+03,1.803e+04,5.099e+05
115.9,4.473e+05,7.604e+03,1.607e+04,4.710e+05
117.5,4.144e+05,7.550e+03,1.520e+04,4.372e+05
119.1,4.962e+05,9.503e+03,1.895e+04,5.247e+05
120.6,4.853e+05,9.432e+03,1.934e+04,5.140e+05
122.2,4.403e+05,8.812e+03,1.874e+04,4.679e+05
123.8,5.463e+05,9.950e+03,2.499e+04,5.812e+05
125.3,4.737e+05,6.344e+03,2.379e+04,5.038e+05
126.9,5.018e+05,5.186e+03,2.768e+04,5.346e+05
128.5,6.358e+05,5.018e+03,4.012e+04,6.809e+05
130.0,6.664e+05,4.295e+03,5.058e+04,7.212e+05
131.6,6.129e+05,3.359e+03,5.442e+04,6.707e+05
133.2,3.840e+05,3.083e+03,3.458e+04,4.217e+05
134.7,7.247e+04,1.764e+03,4.333e+03,7.857e+04
136.3,5.023e+04,2.508e+03,2.542e+03,5.528e+04
137.9,4.736e+04,2.956e+03,2.934e+03,5.325e+04
139.4,2.801e+04,1.750e+03,2.138e+03,3.190e+04
141.0,2.931e+04,2.301e+03,2.566e+03,3.418e+04
142.6,4.122e+04,4.188e+03,3.449e+03,4.885e+04
144.1,2.913e+04,4.179e+03,2.319e+03,3.563e+04
145.7,2.276e+04,3.485e+03,1.506e+03,2.775e+04
147.3,1.642e+04,2.355e+03,9.971e+02,1.977e+04
148.8,7.335e+03,1.186e+03,5.801e+02,9.101e+03
150.4,6.721e+03,1.390e+03,5.486e+02,8.660e+03
152.0,4.061e+03,1.228e+03,5.119e+02,5.801e+03
153.5,2.898e+03,1.407e+03,6.016e+02,4.906e+03
155.1,2.362e+03,1.115e+03,6.411e+02,4.118e+03
156.7,2.994e+03,1.145e+03,9.728e+02,5.112e+03
158.2,4.490e+03,1.341e+03,1.804e+03,7.635e+03
159.8,5.122e+03,1.351e+03,2.510e+03,8.983e+03
161.4,5.254e+03,1.673e+03,2.792e+03,9.719e+03
162.9,5.158e+03,2.254e+03,3.153e+03,1.056e+04
164.5,7.681e+03,2.687e+03,3.713e+03,1.408e+04
166.1,1.159e+04,4.812e+03,5.050e+03,2.145e+04
167.6,1.159e+04,5.244e+03,4.870e+03,2.170e+04
169.2,9.099e+03,4.898e+03,4.049e+03,1.805e+04
170.8,1.422e+04,7.038e+03,6.115e+03,2.737e+04
172.3,1.555e+04,6.920e+03,7.098e+03,2.956e+04
173.9,1.251e+04,6.683e+03,6.257e+03,2.545e+04
175.5,1.168e+04,6.774e+03,6.330e+03,2.479e+04
177.0,1.147e+04,7.273e+03,6.212e+03,2.495e+04
178.6,1.254e+04,7.942e+03,6.801e+03,2.729e+04
180.2,1.278e+04,8.580e+03,6.772e+03,2.813e+04
181.7,1.311e+04,9.268e+03,6.549e+03,2.893e+04
183.3,1.401e+04,1.079e+04,6.403e+03,3.121e+04
184.9,1.282e+04,1.115e+04,5.283e+03,2.926e+04
186.4,1.169e+04,7.898e+03,4.608e+03,2.420e+04
188.0,1.431e+04,1.040e+04,5.116e+03,2.983e+04
189.6,1.552e+04,1.178e+04,5.044e+03,3.234e+04
191.1,1.580e+04,1.152e+04,4.984e+03,3.230e+04
192.7,1.463e+04,9.934e+03,4.099e+03,2.866e+04
194.3,1.551e+04,9.358e+03,3.882e+03,2.875e+04
195.8,1.709e+04,9.772e+03,4.271e+03,3.113e+04
197.4,1.677e+04,8.502e+03,4.279e+03,2.955e+04
199.0,1.727e+04,7.705e+03,4.473e+03,2.945e+04
