freq,psd_x,psd_y,psd_z,psd_xyz
177.0,1.859e+03,1.554e+03,1.152e+03,4.566e+03
178.5,2.215e+03,1.609e+03,1.049e+03,4.874e+03
180.1,2.400e+03,1.353e+03,1.157e+03,4.910e+03
181.7,2.278e+03,1.188e+03,1.074e+03,4.540e+03
183.2,2.016e+03,9.811e+02,1.015e+03,4.013e+03
184.8,1.766e+03,8.217e+02,9.173e+02,3.505e+03
186.4,1.597e+03,6.818e+02,8.391e+02,3.118e+03
187.9,1.488e+03,6.214e+02,8.006e+02,2.910e+03
189.5,1.342e+03,6.098e+02,6.592e+02,2.611e+03
191.1,1.246e+03,6.177e+02,5.811e+02,2.445e+03
192.6,1.276e+03,6.359e+02,5.842e+02,2.496e+03
194.2,1.302e+03,6.996e+02,6.212e+02,2.623e+03
195.8,1.254e+03,5.605e+02,5.010e+02,2.315e+03
197.3,1.218e+03,5.543e+02,4.992e+02,2.271e+03
198.9,1.311e+03,6.328e+02,5.263e+02,2.471e+03
